gene_symbol	OFO1003B1	OFO1003B2	OFO1003O1	OFO1003O2	OFO1003V1	OFO1003V2	OFO1004B1	OFO1004B2	OFO1004O1	OFO1004O2	OFO1004V1	OFO1004V2	OFO1005B1	OFO1005B2	OFO1005O1	OFO1005O2	OFO1005V1	OFO1005V2
SLC35A2	418	455	257	269	374	358	486	392	346	484	360	259	390	332	391	446	397	360
PIM2	227	229	152	142	170	185	275	245	304	360	544	345	237	214	824	901	974	853
OTUD5	1515	1502	1214	1298	1622	1622	1362	1422	1312	1581	1270	926	1596	1448	830	906	1122	1048
KCND1	77	90	75	67	127	128	74	58	47	50	92	86	109	89	59	41	64	69
GRIPAP1	1249	1210	932	978	1509	1509	1037	1010	926	1064	1247	842	1450	1377	695	693	1161	974
TFE3	867	835	731	743	969	893	766	776	651	836	882	618	1020	991	663	744	889	762
CCDC120	265	274	259	282	365	416	196	202	197	214	205	182	298	290	158	181	254	189
PRAF2	804	784	736	742	862	953	710	688	557	700	717	482	947	898	228	267	489	442
WDR45	323	302	191	201	160	194	335	346	264	312	209	151	245	288	265	374	296	290
GPKOW	443	399	327	387	438	415	430	418	318	409	375	311	465	434	360	375	453	347
MAGIX	32	24	23	11	16	22	17	23	6	19	7	9	29	25	4	4	11	7
PLP2	358	368	282	300	228	295	329	303	209	258	127	84	302	272	40	65	87	91
PRICKLE3	27	42	25	19	20	21	30	30	27	35	19	15	33	22	54	77	63	55
SYP	2942	3024	2395	2666	4476	4284	1399	1288	1549	2003	2783	1792	5061	4587	197	263	2397	1850
SYP-AS1	3	4	0	1	2	1	0	0	0	0	2	0	4	0	0	0	0	2
CACNA1F	1	5	2	7	15	6	1	6	4	1	14	8	8	6	25	18	32	34
CCDC22	267	272	232	219	270	248	250	244	206	254	200	151	209	227	157	199	189	185
FOXP3	10	12	15	6	10	14	8	20	11	12	14	10	9	31	17	13	18	17
PPP1R3F	323	317	304	349	477	498	246	260	195	263	311	248	530	510	62	75	228	182
GAGE10	0	0	1	0	6	7	0	1	1	1	2	0	10	1	0	0	0	3
GAGE12J	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAGE4	2	4	3	0	0	2	0	0	0	0	1	2	0	0	0	1	5	2
USP27X-AS1	37	52	27	19	29	27	29	26	31	40	18	24	27	44	11	17	21	10
USP27X	302	312	173	174	303	236	199	192	195	205	200	118	291	263	102	106	184	175
CLCN5	407	437	456	490	714	741	488	518	340	433	396	275	366	315	580	595	743	547
MIR532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP4	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1
CCNB3	31	18	8	11	33	19	11	20	11	18	6	11	29	37	11	14	30	18
DGKK	21	24	13	5	5	5	17	11	15	15	10	5	51	45	8	6	38	23
SHROOM4	50	58	16	7	6	19	53	70	25	54	23	25	34	33	19	15	32	29
BMP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01284	3	1	0	1	1	0	0	1	0	0	0	0	2	2	0	0	1	2
NUDT10	460	459	362	406	565	543	280	250	313	435	397	275	629	413	186	181	322	284
NUDT11	777	809	738	845	1202	1165	942	866	900	1079	1194	845	1307	1234	558	569	823	633
LOC102723426	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CENPVP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSPT2	592	614	360	373	514	473	613	601	559	711	577	492	698	588	482	473	661	573
MAGED1	7179	6926	4673	4927	5860	5901	5584	5460	4779	5872	4270	3285	6209	5869	1882	1798	3917	3287
MAGED4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SSX7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE3	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM156A	45	27	18	27	32	34	30	26	28	36	45	22	43	32	9	30	37	26
FAM156B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR173	930	867	786	831	1464	1403	579	531	563	784	874	662	1227	1172	145	178	529	422
TSPYL2	929	834	749	743	1430	1394	988	1013	907	1185	1089	841	1155	1007	830	933	1041	831
KANTR	36	37	35	31	70	71	35	36	37	46	29	24	57	60	16	14	32	22
KDM5C	2577	2455	1774	1860	2825	2829	2528	2589	2401	3043	2422	1919	2539	2504	1709	1992	2154	1827
MIR6895	1	0	0	0	1	2	1	0	0	0	7	0	1	1	0	2	1	0
MIR6894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQSEC2	591	566	320	316	578	531	281	274	216	332	399	270	774	765	198	227	355	286
SMC1A	2029	2186	1492	1456	1943	1896	2477	2602	2530	3241	2317	1725	1706	1711	2243	2260	2540	2004
MIR6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBC1	151	170	30	21	25	40	108	102	102	117	26	25	54	48	33	16	40	36
HSD17B10	777	769	600	618	645	645	1062	939	739	1000	659	507	629	615	862	1055	856	668
HUWE1	4867	5152	2618	2667	4067	4082	4131	5020	4352	5845	3977	3142	4457	4443	3818	4017	4743	4064
MIR98	1	0	1	1	2	0	0	0	3	0	1	0	4	1	4	3	1	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PHF8	641	649	493	527	761	736	679	695	679	817	638	529	559	579	562	611	621	578
FAM120C	231	259	137	128	166	188	190	170	143	185	181	105	245	204	85	78	149	102
WNK3	437	494	246	243	433	434	687	748	553	763	722	531	534	577	600	523	669	497
TSR2	758	759	667	689	769	782	849	827	745	994	739	609	849	806	782	951	1042	812
FGD1	986	986	961	869	1424	1296	699	725	633	836	831	697	1247	1297	324	380	754	601
GNL3L	457	534	247	242	336	356	562	520	447	650	416	333	360	341	543	544	521	445
ITIH6	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0
MAGED2	5953	5762	3960	4228	5320	5298	7041	5984	4850	6178	5416	3891	7444	6604	3496	3544	5527	4274
SNORA11	6	7	3	4	13	13	3	1	3	2	6	6	3	3	4	5	3	4
TRO	1734	1805	1215	1239	2069	2132	1562	1480	1387	1687	1843	1342	2427	2143	722	763	1610	1253
PFKFB1	8	7	8	15	13	20	14	8	4	10	9	11	13	9	2	3	7	18
APEX2	222	214	144	152	175	190	263	264	206	250	198	158	185	181	282	323	289	244
ALAS2	1	2	1	0	0	0	1	0	0	2	0	0	1	1	1	2	0	3
PAGE2B	0	0	0	0	2	0	3	1	0	0	1	0	0	3	1	0	1	0
PAGE2	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	1	1
FAM104B	228	211	187	180	279	263	223	205	173	230	213	185	275	258	142	111	168	169
MTRNR2L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEH1	1648	1721	1301	1484	1483	1582	1446	1358	1064	1293	1021	701	1961	1718	251	300	809	639
USP51	225	200	83	79	98	85	165	170	210	217	105	78	130	95	128	155	152	114
FOXR2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	2	5	2
RRAGB	769	685	397	382	533	547	598	584	443	618	515	319	941	846	183	184	584	456
KLF8	149	122	32	28	67	53	99	90	71	129	113	94	107	107	168	205	219	179
UBQLN2	1145	1011	704	740	1134	1101	1040	920	869	1102	1053	725	1398	1161	451	514	895	670
LOC550643	597	574	629	622	829	807	759	680	603	751	787	546	929	805	578	526	892	665
UQCRBP1	15	16	11	17	12	11	7	8	10	12	13	11	16	22	19	9	16	19
SPIN3	471	453	282	304	496	508	391	396	329	444	494	400	807	633	238	211	435	354
SPIN2B	142	115	163	154	178	211	154	121	128	143	162	121	215	160	102	126	140	87
SPIN2A	10	7	11	3	9	4	5	5	1	3	4	5	7	8	9	5	9	7
FAAH2	47	25	8	6	5	8	76	52	44	84	53	49	11	18	212	240	205	169
ZXDB	389	362	229	226	373	381	371	306	359	406	337	225	387	306	312	279	373	331
ZXDA	166	151	94	83	114	106	82	99	119	124	87	50	116	102	53	49	57	49
SPIN4	243	239	205	222	294	287	286	212	247	350	346	245	293	283	371	321	499	354
LINC01278	494	518	336	337	483	502	429	400	360	476	436	277	626	572	216	231	386	280
ARHGEF9	2261	2118	1820	1945	2961	2845	1143	1169	1215	1539	1721	1167	3289	2879	407	390	1540	1164
ARHGEF9-IT1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
MIR1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	319	342	198	225	370	340	368	346	317	401	336	243	386	336	233	194	355	291
ASB12	11	11	7	1	8	9	0	2	5	8	4	4	3	5	3	0	9	5
MTMR8	44	58	15	25	44	32	35	34	25	59	26	25	33	27	33	59	67	41
ZC4H2	534	530	431	470	600	615	354	323	365	457	444	361	646	604	233	216	445	326
ZC3H12B	75	70	23	29	29	25	30	35	35	49	24	11	62	44	23	18	33	40
LAS1L	686	588	559	573	760	746	849	839	789	1024	861	632	689	658	1189	1230	1241	1021
FRMD8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
MSN	4045	4077	2603	2710	3019	2790	4704	4946	3836	4596	3564	2786	4228	3988	3512	3714	4539	3711
MIR223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG4	0	2	0	1	1	0	4	0	0	0	0	0	1	0	0	1	0	0
HEPH	506	515	100	110	105	111	345	352	143	205	158	112	368	269	269	261	663	525
EDA2R	315	335	241	260	347	357	403	370	327	374	295	235	532	473	199	232	275	266
AR	69	85	35	35	49	52	69	62	63	78	39	36	44	60	31	25	76	45
OPHN1	685	709	476	531	786	781	336	347	353	487	408	352	852	734	110	129	384	272
YIPF6	774	777	529	590	793	739	1129	1027	916	1239	978	684	956	752	922	907	1130	811
STARD8	51	50	31	27	44	65	53	36	32	24	32	26	45	35	45	55	52	49
EFNB1	2017	2036	2872	3105	3729	3571	2366	2283	1931	2516	2598	1905	2284	2195	716	823	1110	912
PJA1	2098	2131	1528	1588	2392	2261	1687	1650	1430	1931	1939	1379	3028	2993	805	861	1755	1357
LINC00269	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
FAM155B	355	333	277	257	435	415	480	404	289	374	541	372	643	562	265	321	556	461
EDA	180	164	94	107	112	107	116	135	130	198	92	53	121	134	74	92	113	79
MIR676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWAT2	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	3	0	0
OTUD6A	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
IGBP1	1038	1031	1495	1468	1608	1521	1191	1143	878	1070	1295	950	1870	1650	886	898	1244	960
DGAT2L6	3	0	0	3	0	1	0	0	0	1	0	1	0	1	0	0	0	2
AWAT1	0	0	0	0	0	3	0	2	0	0	3	1	0	0	0	0	0	0
P2RY4	5	4	0	0	0	3	1	1	2	1	1	2	3	2	0	0	1	0
ARR3	14	17	9	5	19	12	13	13	14	17	16	10	11	11	5	6	16	8
RAB41	25	22	30	29	42	33	23	20	15	31	25	22	70	44	8	9	20	23
PDZD11	719	724	643	771	786	714	656	712	455	747	620	435	1065	905	483	517	749	579
KIF4A	358	318	356	363	421	375	626	669	682	897	656	458	213	185	932	918	847	730
GDPD2	453	447	88	104	86	94	314	349	247	289	167	117	268	294	85	121	288	231
DLG3	976	994	895	906	1336	1274	881	929	918	1258	1091	767	1284	1111	1092	1067	1420	1086
DLG3-AS1	1	2	0	1	0	4	1	3	8	4	4	1	1	2	6	6	3	3
TEX11	1	4	1	1	1	0	2	3	16	6	3	2	3	5	4	2	8	6
SLC7A3	146	94	182	209	176	214	175	208	155	194	348	280	214	230	939	962	1160	985
SNX12	1203	1148	1083	1186	1478	1457	1423	1336	1268	1638	1317	964	1640	1447	1269	1395	1680	1261
FOXO4	203	180	212	212	266	273	154	144	129	212	168	133	185	151	231	255	309	193
CXorf65	1	2	7	2	1	0	3	3	2	3	2	2	6	2	3	3	1	0
IL2RG	68	78	31	12	39	28	92	76	37	22	26	19	31	35	31	54	18	32
MED12	913	950	791	771	940	1018	739	855	688	922	758	584	961	922	368	389	571	441
NLGN3	1192	1137	648	704	1065	1037	575	571	612	795	710	631	1095	1023	150	147	628	494
BCYRN1	3	4	3	2	7	4	3	3	1	4	8	4	9	7	3	8	4	3
GJB1	52	65	3	1	2	2	46	63	13	11	0	0	3	4	5	5	29	30
ZMYM3	1548	1633	927	996	1598	1570	1115	1278	1150	1609	1371	1079	1483	1381	899	964	1347	1115
NONO	7079	7199	7902	8441	9719	9811	9181	8779	8395	10859	8908	6621	8477	7641	7555	8003	8916	7126
ITGB1BP2	25	30	48	52	84	75	29	29	8	12	14	18	41	27	14	14	10	13
TAF1	1232	1199	776	800	1349	1320	1246	1296	1136	1653	1241	851	1441	1267	857	850	1061	890
INGX	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OGT	2405	2376	1387	1401	2445	2490	1929	1829	1718	2229	2058	1527	2703	2262	1155	1134	2052	1654
ACRC	41	23	30	43	61	93	43	31	25	27	49	26	69	51	24	25	53	26
CXCR3	7	12	7	3	7	1	7	4	4	1	6	4	9	10	9	9	5	4
LOC100132741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHSL2	64	43	13	15	16	19	57	92	47	81	43	30	45	31	34	31	60	34
RPS26P11	0	0	0	0	0	2	0	2	1	0	3	0	3	2	3	1	2	1
RGAG4	872	838	498	509	733	720	635	662	511	590	499	346	858	868	103	95	360	332
FLJ44635	10	11	5	2	6	2	13	12	13	17	8	10	7	12	6	3	12	8
PIN4	337	388	270	347	427	344	593	497	420	521	411	326	450	388	535	521	577	433
ERCC6L	53	33	58	45	63	73	118	122	123	160	153	121	35	21	335	287	329	246
RPS4X	15674	14672	22377	22987	23239	21962	23471	21194	16986	20288	23024	16249	27351	22464	21408	22595	23649	18987
CITED1	78	80	106	99	147	176	82	71	45	46	96	51	115	136	12	9	40	41
HDAC8	305	358	223	212	312	263	404	354	299	385	289	229	352	360	246	260	374	264
PHKA1	175	196	127	111	139	146	401	389	366	534	391	287	186	194	847	881	812	661
LOC101928259	0	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	1
LINC00684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM226A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B-AS1	0	1	0	0	0	0	2	0	2	0	0	0	3	1	0	3	3	0
PABPC1L2B	17	28	9	3	7	9	13	14	12	18	20	14	35	30	17	23	37	33
PABPC1L2A	43	21	13	5	13	25	7	17	10	11	15	6	31	34	9	15	29	22
NAP1L6	8	5	2	3	3	4	4	2	3	6	14	9	4	10	26	43	56	43
NAP1L2	512	475	179	208	279	298	469	420	418	530	438	326	761	641	362	362	716	600
CDX4	0	0	0	0	0	0	0	1	2	0	4	0	0	0	4	3	1	1
MAP2K4P1	3	4	0	1	0	1	1	5	6	5	1	2	4	0	4	7	0	1
CHIC1	180	142	102	101	210	204	247	288	238	291	269	185	273	262	202	210	318	202
TSIX	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0
XIST	57	29	55	15	31	31	49	17	34	11	31	22	47	13	43	68	35	30
JPX	127	121	147	141	170	181	150	161	156	173	156	115	199	178	179	164	211	186
FTX	44	26	47	42	38	34	42	35	40	34	40	36	44	36	30	27	30	27
MIR421	1	2	1	2	0	1	1	4	0	3	0	0	0	4	0	1	0	0
MIR374B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A2	1250	1214	772	783	1188	1159	800	781	672	837	830	633	1139	1159	355	366	699	510
RLIM	1688	1673	1440	1501	2247	2164	1972	2023	2005	2583	1923	1549	2898	2408	1673	1587	1980	1660
KIAA2022	564	568	241	225	515	490	184	182	288	375	272	219	639	501	30	38	244	223
ABCB7	433	477	430	452	465	457	576	597	537	678	611	449	610	565	754	742	871	663
UPRT	323	311	163	210	248	236	247	207	230	305	209	166	287	233	180	166	253	238
ZDHHC15	263	239	184	189	253	268	271	277	247	331	226	182	288	284	127	118	218	171
TTC3P1	207	158	53	57	121	111	115	120	107	150	94	74	160	162	37	25	76	62
MAGEE2	20	15	14	11	5	9	8	5	11	18	9	5	21	8	1	2	2	9
PBDC1	322	374	290	283	385	336	503	426	352	487	404	308	441	345	437	497	493	410
MAGEE1	411	440	228	245	386	403	204	183	228	294	252	199	440	453	61	53	303	221
LOC101928469	29	41	7	12	7	8	49	47	26	47	25	21	31	26	13	10	32	34
MIR384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	1	1	2	3	5	2	1	2	3	2	5	4	0	3	6	10	4	7
ATRX	2081	2234	1395	1484	2287	2214	2189	2119	2136	2884	2066	1422	2852	2556	1301	1315	2035	1561
MAGT1	906	855	563	571	603	619	1285	1268	1127	1484	932	685	680	624	1190	1194	1037	848
COX7B	783	853	778	856	904	920	1290	956	949	1230	1062	699	1367	1079	1404	1309	1529	1050
ATP7A	279	256	132	127	197	226	229	232	220	269	169	103	217	226	95	73	156	111
PGAM4	37	28	18	14	20	20	15	32	32	21	18	22	24	30	33	41	33	28
PGK1	6852	6784	3647	4144	5479	5257	7761	7297	8547	11085	5872	4506	5446	4814	9405	9687	8484	7150
TAF9B	641	655	492	473	713	684	866	753	878	1126	803	579	688	618	644	519	782	567
CYSLTR1	16	21	6	0	10	11	13	14	7	11	5	4	6	7	9	8	3	4
ZCCHC5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LPAR4	95	108	74	75	137	107	296	297	284	356	262	185	156	115	185	180	163	127
MIR4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY10	5	14	8	3	4	2	5	8	13	0	4	2	6	12	10	8	2	0
GPR174	2	4	4	1	2	2	1	1	3	0	0	2	1	1	2	3	0	1
ITM2A	203	202	156	154	326	305	193	184	433	605	388	254	285	291	241	294	325	259
TBX22	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
CHMP1B2P	9	12	3	0	1	0	17	9	2	3	0	0	2	3	8	3	14	9
FAM46D	0	0	0	0	0	0	5	0	2	3	5	1	0	1	0	1	2	5
BRWD3	379	398	271	299	482	432	559	537	603	752	539	444	522	491	898	738	867	694
HMGN5	216	185	283	301	331	258	299	247	275	356	395	273	239	198	584	593	633	427
SH3BGRL	1282	1278	851	817	1239	1221	1504	1301	1219	1604	1450	904	1892	1529	760	735	1227	850
POU3F4	85	75	25	40	99	125	28	39	64	87	80	41	96	88	5	9	61	46
CYLC1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
RPS6KA6	240	231	102	147	183	169	221	230	207	267	189	171	239	228	102	93	218	157
HDX	117	130	70	87	153	132	159	145	110	173	189	126	141	162	70	96	133	86
UBE2DNL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
APOOL	559	504	286	298	419	455	518	431	434	621	428	308	582	489	370	350	484	313
SATL1	5	3	0	2	1	4	2	1	0	1	4	0	7	7	1	1	4	0
LOC101928128	2	2	1	1	5	1	3	0	2	1	3	0	2	3	0	0	5	2
ZNF711	942	960	620	642	1111	1085	642	654	756	991	885	602	1355	1266	358	350	767	588
POF1B	79	61	1	1	1	0	72	73	8	8	1	1	0	2	6	11	3	4
CHM	315	293	181	151	217	234	315	314	316	398	282	182	395	309	350	338	448	369
DACH2	59	70	17	29	70	70	36	37	31	36	86	35	113	81	15	10	89	41
KLHL4	213	191	42	30	52	62	77	79	86	125	93	63	155	123	84	81	169	99
CPXCR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PABPC5-AS1	0	3	1	0	2	3	5	4	1	6	3	0	1	4	0	1	1	1
PABPC5	96	93	27	35	36	41	158	158	115	134	85	75	88	107	24	26	70	51
PCDH11X	184	190	46	51	93	84	200	214	254	321	168	150	232	214	97	107	201	150
NAP1L3	1412	1426	786	797	1292	1203	1089	1027	1156	1514	1187	813	2287	2000	532	557	1588	1221
FAM133A	36	34	17	23	30	27	55	40	42	48	36	30	61	73	33	19	56	63
LOC643486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH2	170	146	124	110	139	143	168	157	166	237	155	114	144	121	389	391	385	280
RPA4	3	3	0	2	2	4	6	0	2	4	3	4	2	3	4	0	1	3
XRCC6P5	2	0	1	3	2	7	0	2	2	4	2	3	0	0	2	6	6	6
PCDH19	597	621	282	260	563	510	362	372	311	417	268	211	723	718	181	185	332	272
TNMD	23	25	9	7	9	12	33	15	32	37	29	20	25	10	30	35	56	21
TSPAN6	1336	1342	817	877	885	861	1546	1433	1373	1823	1190	872	1322	1203	1453	1362	1659	1278
SRPX2	74	86	36	39	33	29	85	102	12	12	10	10	46	40	1	1	8	10
SYTL4	76	69	58	71	81	85	96	97	52	58	52	47	91	105	39	34	54	37
CSTF2	323	347	267	261	321	355	417	342	350	496	350	270	359	337	418	526	551	418
NOX1	14	14	6	4	10	17	8	17	4	6	5	5	6	4	7	9	12	5
XKRX	16	13	9	3	7	7	2	2	6	5	8	2	7	2	7	14	21	11
ARL13A	7	4	7	7	5	11	3	4	6	8	4	3	9	7	0	4	5	1
TRMT2B	187	169	125	165	188	179	202	250	196	243	187	132	147	101	180	155	166	164
TMEM35	1211	1236	1247	1265	2227	2300	619	531	669	822	1430	965	2656	2257	111	102	1063	809
CENPI	58	61	68	67	55	75	84	92	132	159	75	73	26	30	111	116	103	64
DRP2	174	161	80	71	190	185	89	86	90	143	161	101	241	238	26	13	168	121
TAF7L	3	5	2	1	2	2	5	2	6	5	3	2	4	4	7	9	3	3
TIMM8A	173	161	99	147	186	148	193	221	210	229	174	166	166	163	310	290	264	245
BTK	8	7	16	2	12	12	16	17	18	7	10	16	11	19	34	36	28	26
RPL36A	50	61	77	65	134	144	98	77	79	109	129	70	94	80	83	84	65	48
RPL36A-HNRNPH2	2	1	2	2	0	1	2	4	4	2	2	3	3	4	1	1	1	0
GLA	200	224	175	143	245	216	220	225	170	225	226	170	233	204	235	297	328	244
HNRNPH2	1	1	3	3	5	3	3	4	3	2	3	2	9	3	3	5	5	4
ARMCX4	477	528	281	301	513	554	490	418	317	466	426	321	628	587	218	246	354	293
ARMCX1	917	981	786	763	1107	981	1046	949	647	915	757	556	1501	1309	543	540	797	662
ARMCX6	427	474	307	358	559	484	406	370	368	442	354	276	585	582	227	227	358	282
ARMCX3	1845	1869	1115	1274	1787	1662	1835	1637	1385	1919	1444	980	2390	1917	764	755	1482	1055
ARMCX2	1008	924	608	636	896	835	1126	870	861	1155	927	682	1075	982	1110	1098	1395	1069
NXF5	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	0	1	0
ZMAT1	277	258	177	147	241	248	111	136	120	187	179	124	291	224	45	41	153	105
